EmpIoyee_ID,FirstName,LastName,HireDate,TerminationDate,ADEmail,EmployeeStatus,EmployeeType,EmployeeClassificationType,DepartmentType,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating
2123,Sage,Potter,2022-05-05,NA,sage.potter@bilearner.com,Active,Part-Time,Full-Time,Production       ,16-01-1993,MA,Executive,Female,Fully Meets,3
2124,Kyle,Peck,2018-09-19,2020-08-12,kyle.peck@bilearner.com,Terminated,Full-Time,Temporary,Production       ,15-08-1961,MA,Technician,Female,Fully Meets,3
2125,Zaniyah,Roman,2021-06-01,2023-06-19,zaniyah.roman@bilearner.com,Terminated,Contract,Full-Time,Production       ,16-09-1976,MA,Project Manager,Female,Fully Meets,3
2126,Katie,Gutierrez,2023-07-05,2023-07-11,katie.gutierrez@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,03-04-1953,MA,Laborer,Female,Fully Meets,3
2127,Walker,Baird,2022-12-17,NA,walker.baird@bilearner.com,Active,Part-Time,Part-Time,Production       ,04-10-1960,MA,Technician,Female,Fully Meets,3
2128,Zackery,Sutton,2021-07-06,2022-09-15,zackery.sutton@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,13-07-1951,MA,Project Manager,Male,Fully Meets,3
2129,Hazel,Ponce,2019-03-27,NA,hazel.ponce@bilearner.com,Active,Part-Time,Part-Time,Production       ,26-04-1966,MA,Technician,Female,Fully Meets,3
2130,Joey,Alvarez,2023-05-08,NA,joey.alvarez@bilearner.com,Active,Full-Time,Temporary,Production       ,11-02-1993,MA,Manager,Female,Fully Meets,3
2131,Titus,Day,2018-12-12,2020-12-24,titus.day@bilearner.com,Terminated,Part-Time,Temporary,Production       ,16-06-1991,MA,Project Manager,Male,Fully Meets,3
2132,Bella,Norris,2020-08-25,NA,bella.norris@bilearner.com,Active,Part-Time,Temporary,Production       ,24-02-1981,MA,Project Manager,Male,Fully Meets,3
2133,Braden,Ballard,2022-04-22,2022-08-29,braden.ballard@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,02-12-1965,MA,Coordinator,Male,Fully Meets,3
2134,Aron,Graham,2021-12-20,2022-12-02,aron.graham@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,08-09-1947,MA,Model Assistant,Male,Fully Meets,3
2135,Shamar,Cross,2021-02-12,NA,shamar.cross@bilearner.com,Active,Contract,Full-Time,Production       ,29-05-1956,MA,Clerk,Female,Fully Meets,3
2136,Kailee,Harmon,2020-09-29,2021-10-19,kailee.harmon@bilearner.com,Terminated,Full-Time,Temporary,Production       ,09-03-1944,MA,Administrator,Female,Fully Meets,3
2137,Alice,Kaufman,2022-09-10,2023-02-09,alice.kaufman@bilearner.com,Terminated,Contract,Temporary,Production       ,26-11-1960,MA,Engineer,Female,Fully Meets,3
2138,Cesar,House,2023-03-11,2023-06-03,cesar.house@bilearner.com,Terminated,Contract,Full-Time,Production       ,04-03-1991,MA,Technician,Male,Exceeds,3
2139,Guillermo,Lynn,2022-04-28,2023-03-12,guillermo.lynn@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,23-09-1960,MA,Foreman,Male,Fully Meets,3
2140,Myles,Hart,2022-03-20,2023-06-18,myles.hart@bilearner.com,Terminated,Full-Time,Temporary,Production       ,24-12-1962,MA,Technician,Female,Exceeds,3
2141,Deborah,Kline,2022-03-04,2022-07-29,deborah.kline@bilearner.com,Terminated,Contract,Part-Time,Production       ,29-11-1978,MA,Manager,Female,Fully Meets,3
2142,Patricia,Pruitt,2023-02-01,NA,patricia.pruitt@bilearner.com,Active,Part-Time,Full-Time,Production       ,15-03-1995,MA,Coordinator,Female,Fully Meets,3
2143,Alice,Craig,2021-02-05,NA,alice.craig@bilearner.com,Active,Part-Time,Full-Time,Production       ,24-02-1975,MA,Engineer,Male,Fully Meets,3
2144,Mariana,Copeland,2022-11-23,2023-05-26,mariana.copeland@bilearner.com,Terminated,Contract,Part-Time,Production       ,01-01-1992,MA,Laborer,Male,Fully Meets,3
2145,Nick,Merritt,2021-05-24,NA,nick.merritt@bilearner.com,Active,Part-Time,Full-Time,Production       ,12-09-1986,MA,Specialist,Female,Exceeds,3
2146,Chance,Warner,2021-09-28,2022-10-09,chance.warner@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,08-04-1951,MA,Engineer,Female,Fully Meets,3
2147,Ryann,Tapia,2021-03-17,NA,ryann.tapia@bilearner.com,Active,Contract,Part-Time,Production       ,19-01-1985,MA,Manager,Female,Fully Meets,3
2148,Diego,Hays,2023-07-03,2023-07-19,diego.hays@bilearner.com,Terminated,Full-Time,Temporary,Production       ,23-11-1989,MA,Foreman,Female,Fully Meets,3
2149,Gabriel,Adams,2019-08-11,2021-07-10,gabriel.adams@bilearner.com,Terminated,Contract,Temporary,Production       ,19-07-1942,MA,Laborer,Female,Fully Meets,3
2150,Rohan,Mcdowell,2019-11-11,2020-09-29,rohan.mcdowell@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,20-09-1945,MA,Lineman,Male,Needs Improvement,3
2151,Sullivan,Whitehead,2020-12-15,NA,sullivan.whitehead@bilearner.com,Active,Full-Time,Temporary,Production       ,13-04-1963,MA,Cfo,Female,Fully Meets,3
2152,Lilliana,Randolph,2021-05-06,2023-04-08,lilliana.randolph@bilearner.com,Terminated,Part-Time,Part-Time,Production       ,20-08-1980,MA,Tower Hand,Male,Needs Improvement,3
2153,Presley,Salazar,2021-07-08,NA,presley.salazar@bilearner.com,Active,Part-Time,Full-Time,Production       ,30-09-1994,MA,Foreman,Male,Fully Meets,3
2154,Lilianna,Lynn,2023-04-04,NA,lilianna.lynn@bilearner.com,Active,Part-Time,Full-Time,Production       ,10-04-1972,MA,Administration,Male,Needs Improvement,3
2155,Gerardo,Sampson,2022-08-05,2023-01-30,gerardo.sampson@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,24-07-1950,MA,Foreman,Male,Fully Meets,3
2156,Miguel,Kim,2020-04-06,2021-12-08,miguel.kim@bilearner.com,Terminated,Part-Time,Temporary,Production       ,01-04-1995,MA,Engineer,Female,Needs Improvement,3
2157,Muhammad,Mcpherson,2023-03-02,2023-03-12,muhammad.mcpherson@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,01-07-1973,MA,Coordinator,Female,Fully Meets,3
2158,Myles,Jensen,2020-04-09,NA,myles.jensen@bilearner.com,Active,Contract,Part-Time,Production       ,18-10-1943,MA,Engineer,Female,Fully Meets,3
2159,Alessandro,Harris,2022-09-17,2023-07-10,alessandro.harris@bilearner.com,Terminated,Part-Time,Temporary,Production       ,04-05-1956,MA,Tester,Female,Fully Meets,3
2160,Eugene,Reyes,2022-01-15,NA,eugene.reyes@bilearner.com,Active,Full-Time,Full-Time,Production       ,05-01-1973,MA,Technician,Female,Fully Meets,3
2161,Shamar,Guzman,2022-05-23,NA,shamar.guzman@bilearner.com,Active,Part-Time,Part-Time,Production       ,12-12-1984,MA,Splicer,Male,Fully Meets,3
2162,Mohammed,Mcintyre,2021-07-15,NA,mohammed.mcintyre@bilearner.com,Active,Full-Time,Temporary,Production       ,18-02-1946,MA,Technician,Male,Fully Meets,3
2163,Travis,Morgan,2020-08-28,2022-08-25,travis.morgan@bilearner.com,Terminated,Contract,Part-Time,Production       ,02-07-1996,MA,Technician,Female,Fully Meets,3
2164,Alessandro,Fuller,2021-09-09,NA,alessandro.fuller@bilearner.com,Active,Part-Time,Full-Time,Production       ,09-09-1983,MA,Foreman,Male,Fully Meets,3
2165,Kamden,Ochoa,2023-02-10,2023-05-23,kamden.ochoa@bilearner.com,Terminated,Contract,Part-Time,Production       ,20-10-1957,MA,Technician,Female,Fully Meets,3
2166,Charlee,Wiggins,2020-06-14,2023-07-18,charlee.wiggins@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,15-08-1981,MA,Engineer,Male,Exceeds,3
2167,Natalia,Hamilton,2020-12-05,NA,natalia.hamilton@bilearner.com,Active,Part-Time,Full-Time,Production       ,18-11-1984,MA,Laborer,Male,Exceeds,3
2168,Kierra,Boone,2022-07-16,NA,kierra.boone@bilearner.com,Active,Part-Time,Full-Time,Production       ,30-04-1968,MA,Lineman,Female,Exceeds,3
2169,Charlie,Ramirez,2023-06-09,NA,charlie.ramirez@bilearner.com,Active,Part-Time,Full-Time,Production       ,11-09-1969,MA,Administrative,Female,Exceeds,3
2170,Chris,Johnson,2020-03-02,2020-05-25,chris.johnson@bilearner.com,Terminated,Contract,Temporary,Production       ,15-08-1958,MA,Administrator,Female,Exceeds,3
2171,John,Bentley,2018-11-23,2021-09-27,john.bentley@bilearner.com,Terminated,Part-Time,Temporary,Production       ,23-02-1998,MA,Coordinator,Female,Exceeds,3
2172,Myla,Mcintyre,2019-05-27,2023-06-19,myla.mcintyre@bilearner.com,Terminated,Contract,Part-Time,Production       ,05-03-1978,MA,Groundman,Female,Needs Improvement,3
2173,Demarcus,Ware,2022-05-18,2023-04-10,demarcus.ware@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,13-11-1975,MA,Laborer,Male,Exceeds,3
2174,Devon,Daniels,2018-11-06,NA,devon.daniels@bilearner.com,Active,Contract,Full-Time,Production       ,19-05-1993,MA,Technician,Female,Exceeds,3
2175,Odin,Heath,2022-03-29,2023-07-24,odin.heath@bilearner.com,Terminated,Part-Time,Temporary,Production       ,08-10-1990,MA,Engineer,Male,Exceeds,3
2176,Bryanna,Mahoney,2021-11-04,2022-05-10,bryanna.mahoney@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,10-10-2000,MA,Technician,Female,Exceeds,3
2177,Ashlynn,Thompson,2023-04-27,NA,ashlynn.thompson@bilearner.com,Active,Part-Time,Part-Time,Production       ,25-12-1968,MA,Locator,Male,Exceeds,3
2178,Ansley,Duke,2020-03-08,NA,ansley.duke@bilearner.com,Active,Full-Time,Full-Time,Production       ,19-10-1976,MA,Operator,Male,Exceeds,3
2179,Izaiah,Quinn,2019-04-27,2020-10-08,izaiah.quinn@bilearner.com,Terminated,Full-Time,Full-Time,Production       ,20-10-1956,MA,Laborer,Female,Exceeds,3
2180,Hillary,Clements,2019-05-11,NA,hillary.clements@bilearner.com,Active,Full-Time,Full-Time,Production       ,06-03-1944,MA,Laborer,Female,Exceeds,3
2181,Diana,Cameron,2021-03-09,NA,diana.cameron@bilearner.com,Active,Contract,Temporary,Production       ,10-12-1987,MA,Shop,Female,Needs Improvement,3
2182,Rhianna,Allison,2020-11-05,NA,rhianna.allison@bilearner.com,Active,Part-Time,Temporary,Production       ,24-02-1997,MA,Technician,Female,PIP,3
2183,Ramon,Watson,2018-09-12,2023-02-25,ramon.watson@bilearner.com,Terminated,Contract,Full-Time,Production       ,26-11-1953,MA,Engineer,Male,PIP,3
2184,Raegan,Spence,2019-11-09,2019-11-18,raegan.spence@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,28-01-1986,MA,Flagger,Female,Needs Improvement,3
2185,Jacoby,Singleton,2018-11-29,2022-07-09,jacoby.singleton@bilearner.com,Terminated,Full-Time,Part-Time,Production       ,25-01-1962,MA,Coordinator,Female,Needs Improvement,3
2186,Kara,Yates,2022-07-03,2023-02-22,kara.yates@bilearner.com,Terminated,Part-Time,Temporary,Production       ,28-05-1993,MA,Lineman,Male,Needs Improvement,3
2187,Beau,Barron,2019-09-26,2020-08-01,beau.barron@bilearner.com,Terminated,Contract,Full-Time,Production       ,03-07-1995,MA,Laborer,Female,Exceeds,3
2188,Giovanna,Morton,2022-12-23,NA,giovanna.morton@bilearner.com,Active,Part-Time,Part-Time,Production       ,19-03-1951,MA,Director,Male,Needs Improvement,3
2189,Braelyn,Dominguez,2023-01-19,NA,braelyn.dominguez@bilearner.com,Active,Part-Time,Part-Time,Production       ,16-01-1960,MA,Foreman,Male,Exceeds,3
2190,Rhett,Andrews,2018-10-01,NA,rhett.andrews@bilearner.com,Active,Full-Time,Part-Time,Production       ,03-06-1991,MA,Laborer,Female,Needs Improvement,3
2191,Terrell,Crosby,2022-02-18,NA,terrell.crosby@bilearner.com,Active,Full-Time,Full-Time,Production       ,27-12-1991,MA,Lineman,Female,Needs Improvement,3
2192,Corbin,Roberson,2021-12-09,NA,corbin.roberson@bilearner.com,Active,Full-Time,Temporary,Production       ,16-06-1977,MA,Laborer,Male,Needs Improvement,3
2193,Micheal,Drake,2019-01-01,2021-09-23,micheal.drake@bilearner.com,Terminated,Part-Time,Full-Time,Production       ,08-08-1964,MA,Foreman,Female,Needs Improvement,3
2194,Evie,Mclaughlin,2020-05-27,NA,evie.mclaughlin@bilearner.com,Active,Contract,Full-Time,Production       ,04-03-1967,MA,Executive Assistant,Male,Needs Improvement,3
2195,Robert,Hubert,2021-09-21,2023-01-28,robert.hubert@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,09-12-1975,MA,Supervisor,Male,Needs Improvement,3
2196,Matthew,Westinghouse,2021-08-30,2022-03-22,matthew.westinghouse@bilearner.com,Terminated,Contract,Part-Time,IT/IS,21-01-1942,MA,Director,Male,Needs Improvement,3
2197,Jason,Smith,2023-06-19,2023-07-31,jason.smith@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,17-06-2001,MA,Intern,Male,Needs Improvement,3
2198,Charlie,Wang,2023-05-12,2023-05-16,charlie.wang@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,22-10-1996,MA,Top Hand,Male,Needs Improvement,3
2199,Kurt,Navathe,2022-06-05,NA,kurt.navathe@bilearner.com,Active,Part-Time,Part-Time,IT/IS,16-09-1977,MA,Manager,Male,Exceeds,3
2200,Katie,Roper,2020-09-17,2021-06-08,katie.roper@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,12-05-1947,MA,Technician,Female,Needs Improvement,3
2201,Maggie,Rachael,2023-05-15,NA,maggie.rachael@bilearner.com,Active,Full-Time,Full-Time,IT/IS,14-01-1966,MA,Technician,Female,Exceeds,3
2202,Binh,Le,2018-12-15,2019-11-14,binh.le@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,12-04-1974,MA,Foreman,Female,Needs Improvement,3
2203,Lucia,Peterson,2019-11-06,2023-03-22,lucia.peterson@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,04-01-1946,MA,Engineer,Female,Fully Meets,3
2204,Nola,Moss,2021-04-25,2022-10-25,nola.moss@bilearner.com,Terminated,Contract,Temporary,IT/IS,05-02-1944,MA,Foreman,Female,Fully Meets,3
2205,Chance,Braun,2023-06-17,2023-07-19,chance.braun@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,24-10-1986,MA,Executive Assistant,Female,Fully Meets,3
2206,Alma,Pennington,2022-01-14,NA,alma.pennington@bilearner.com,Active,Full-Time,Full-Time,IT/IS,06-08-1970,MA,Driller,Female,Fully Meets,3
2207,Miley,French,2018-10-22,2019-03-13,miley.french@bilearner.com,Terminated,Contract,Temporary,IT/IS,05-05-1994,MA,Laborer,Female,Fully Meets,3
2208,Kole,Levine,2021-10-17,2022-11-13,kole.levine@bilearner.com,Terminated,Contract,Part-Time,IT/IS,22-07-1974,MA,Administration,Male,Fully Meets,3
2209,Azul,Watkins,2021-10-19,2023-04-10,azul.watkins@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,26-09-1988,MA,Safety,Male,Fully Meets,3
2210,Landen,Blanchard,2018-10-16,2018-12-17,landen.blanchard@bilearner.com,Terminated,Contract,Part-Time,Admin Offices,07-11-1998,MA,Lineman,Male,Fully Meets,3
2211,Leroy,Norman,2020-04-26,2020-07-21,leroy.norman@bilearner.com,Terminated,Full-Time,Part-Time,Admin Offices,18-01-1986,MA,Foreman,Male,Fully Meets,3
2212,Nikhil,Pineda,2020-01-22,2022-10-26,nikhil.pineda@bilearner.com,Terminated,Full-Time,Full-Time,Sales,20-07-1994,MA,Accounting,Male,Fully Meets,3
2213,Kadence,Simon,2022-03-30,2022-07-21,kadence.simon@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,10-01-1958,MA,Technician,Male,Fully Meets,3
2214,Elliot,Phillips,2021-05-29,2022-09-03,elliot.phillips@bilearner.com,Terminated,Contract,Full-Time,IT/IS,30-08-1961,MA,Field Project Manager,Female,Fully Meets,3
2215,Taniya,Daniels,2023-03-09,2023-05-30,taniya.daniels@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,06-10-1989,MA,Laborer,Female,Fully Meets,3
2216,Julia,Jimenez,2019-11-22,2019-12-28,julia.jimenez@bilearner.com,Terminated,Contract,Part-Time,IT/IS,23-09-1946,MA,Project Manager,Female,Fully Meets,3
2217,Kamden,Paul,2019-04-07,2020-12-22,kamden.paul@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,19-05-1981,MA,Supervisor,Male,Fully Meets,3
2218,Octavio,Hicks,2023-03-23,2023-03-28,octavio.hicks@bilearner.com,Terminated,Contract,Temporary,IT/IS,05-10-2000,MA,Foreman,Male,Fully Meets,3
2219,Jaidyn,Malone,2021-02-18,2022-10-28,jaidyn.malone@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,19-12-1975,MA,Engineer,Male,Fully Meets,3
2220,Cora,Perez,2019-04-05,2021-05-07,cora.perez@bilearner.com,Terminated,Contract,Full-Time,Admin Offices,17-06-1987,MA,Engineer,Male,Fully Meets,3
2221,Isis,Ayala,2019-10-23,2022-07-09,isis.ayala@bilearner.com,Terminated,Contract,Part-Time,IT/IS,03-02-1986,MA,Foreman,Male,Fully Meets,3
2222,Charlee,Calhoun,2021-05-14,NA,charlee.calhoun@bilearner.com,Active,Part-Time,Part-Time,Sales,19-08-1977,MA,Driver,Male,Fully Meets,3
2223,Walter,Pruitt,2019-03-19,NA,walter.pruitt@bilearner.com,Active,Full-Time,Part-Time,IT/IS,10-03-1964,TX,Groundman,Male,Fully Meets,3
2224,Julie,Harrington,2019-05-08,2020-10-01,julie.harrington@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,27-02-1946,MA,Technician,Male,Fully Meets,3
2225,Amara,Wood,2019-10-05,2023-05-21,amara.wood@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,23-01-1993,MA,Laborer,Female,Fully Meets,3
2226,Nevaeh,Ponce,2021-11-29,2022-05-31,nevaeh.ponce@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,01-06-1985,MA,Driver,Female,Fully Meets,3
2227,Greta,Fields,2018-11-06,2019-12-26,greta.fields@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,07-01-1957,MA,Foreman,Male,Fully Meets,3
2228,Zackery,Hess,2021-07-27,2021-11-23,zackery.hess@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,19-12-1999,MA,Administrative,Male,Fully Meets,3
2229,Chloe,Gould,2023-07-18,NA,chloe.gould@bilearner.com,Active,Part-Time,Temporary,IT/IS,01-09-1942,MA,Project Manager,Male,Fully Meets,3
2230,Elyse,Chandler,2022-09-04,NA,elyse.chandler@bilearner.com,Active,Part-Time,Temporary,Admin Offices,20-05-1985,MA,Tower Hand,Male,Fully Meets,3
2231,Isaias,Briggs,2019-05-24,NA,isaias.briggs@bilearner.com,Active,Contract,Part-Time,IT/IS,30-08-1969,MA,Engineer,Male,Fully Meets,3
2232,Allison,Frank,2019-11-03,NA,allison.frank@bilearner.com,Active,Contract,Part-Time,IT/IS,29-12-1975,MA,Laborer,Male,Fully Meets,3
2233,Joaquin,Hahn,2019-11-26,2021-03-19,joaquin.hahn@bilearner.com,Terminated,Full-Time,Part-Time,Sales,30-06-1977,MA,Laborer,Female,Fully Meets,3
2234,Drake,Nicholson,2022-08-09,2022-09-01,drake.nicholson@bilearner.com,Terminated,Contract,Full-Time,IT/IS,02-07-1971,MA,Technician,Male,Fully Meets,3
2235,Kenna,Porter,2019-03-19,NA,kenna.porter@bilearner.com,Active,Contract,Full-Time,IT/IS,16-05-1982,MA,Clerk,Male,Fully Meets,3
2236,Peter,Wong,2018-11-25,NA,peter.wong@bilearner.com,Active,Contract,Full-Time,IT/IS,04-11-1963,MA,Engineer,Female,Fully Meets,3
2237,Fatima,Pennington,2022-04-10,2023-04-03,fatima.pennington@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,30-01-1961,MA,Lineman,Female,Fully Meets,3
2238,Lainey,Ayers,2021-04-02,NA,lainey.ayers@bilearner.com,Active,Full-Time,Full-Time,IT/IS,10-09-1991,MA,Laborer,Male,Fully Meets,3
2239,Tania,Jennings,2019-12-22,NA,tania.jennings@bilearner.com,Active,Contract,Part-Time,IT/IS,10-07-1963,MA,Coordinator,Male,Fully Meets,3
2240,Kara,Ferrell,2021-08-14,NA,kara.ferrell@bilearner.com,Active,Full-Time,Part-Time,IT/IS,22-07-1978,OR,Locator,Male,Fully Meets,3
2241,George,Sheppard,2018-08-28,NA,george.sheppard@bilearner.com,Active,Full-Time,Full-Time,Admin Offices,19-03-1972,MA,Splicer,Male,Fully Meets,3
2242,Taniyah,Mcmillan,2023-07-10,NA,taniyah.mcmillan@bilearner.com,Active,Part-Time,Part-Time,Admin Offices,07-09-1947,MA,Laborer,Male,Fully Meets,3
2243,Kole,Avila,2020-09-18,NA,kole.avila@bilearner.com,Active,Part-Time,Temporary,IT/IS,14-09-1961,MA,Executive Assistant,Male,Fully Meets,3
2244,Ernest,Munoz,2019-07-18,NA,ernest.munoz@bilearner.com,Active,Contract,Full-Time,IT/IS,06-11-1960,MA,Laborer,Female,Fully Meets,3
2245,Rose,Jordan,2021-11-21,2021-12-12,rose.jordan@bilearner.com,Terminated,Contract,Full-Time,Sales,10-10-1964,MA,Coordinator,Female,Fully Meets,3
2246,Amaris,Torres,2021-03-08,NA,amaris.torres@bilearner.com,Active,Full-Time,Part-Time,IT/IS,26-05-1947,MA,Tester,Male,Fully Meets,3
2247,Titus,Lowe,2019-08-21,NA,titus.lowe@bilearner.com,Active,Part-Time,Full-Time,IT/IS,07-11-1950,MA,Laborer,Female,Fully Meets,3
2248,Savanah,Prince,2022-04-30,2023-06-09,savanah.prince@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,17-06-1946,MA,Laborer,Female,Fully Meets,3
2249,Dawson,Pollard,2023-02-03,2023-04-16,dawson.pollard@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,02-11-1959,MA,Technician,Male,Fully Meets,3
2250,Moises,Day,2023-05-08,NA,moises.day@bilearner.com,Active,Part-Time,Full-Time,IT/IS,12-08-1963,MA,Foreman,Male,Fully Meets,3
2251,Sadie,Sheppard,2022-07-29,NA,sadie.sheppard@bilearner.com,Active,Part-Time,Part-Time,IT/IS,22-11-1965,OR,Foreman,Female,Fully Meets,3
2252,Soren,Coleman,2020-11-18,2021-05-22,soren.coleman@bilearner.com,Terminated,Part-Time,Part-Time,Admin Offices,28-03-1946,MA,Technician,Female,Fully Meets,3
2253,Sage,Morris,2021-05-16,2022-04-14,sage.morris@bilearner.com,Terminated,Part-Time,Part-Time,Admin Offices,14-12-1944,MA,Project Manager,Male,Fully Meets,3
2254,Lillian,Steele,2019-10-25,2020-10-16,lillian.steele@bilearner.com,Terminated,Full-Time,Temporary,IT/IS,01-09-1976,MA,Laborer,Male,Fully Meets,3
2255,Deanna,Meza,2023-03-05,2023-05-04,deanna.meza@bilearner.com,Terminated,Contract,Temporary,IT/IS,10-10-1974,MA,Engineer,Female,Fully Meets,3
2256,Troy,Todd,2021-06-01,NA,troy.todd@bilearner.com,Active,Part-Time,Part-Time,IT/IS,29-12-1970,MA,Foreman,Female,Fully Meets,3
2257,Beckett,Shea,2022-01-22,2022-07-25,beckett.shea@bilearner.com,Terminated,Full-Time,Part-Time,Sales,14-02-1988,MA,Lineman,Female,Fully Meets,3
2258,Eve,Barker,2023-07-09,2023-07-31,eve.barker@bilearner.com,Terminated,Contract,Part-Time,IT/IS,07-03-1963,MA,Engineer,Male,Fully Meets,3
2259,Lillie,Wilkerson,2018-11-11,2019-05-27,lillie.wilkerson@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,26-06-1968,MA,Foreman,Female,Fully Meets,3
2260,Alexis,Harrell,2021-01-05,2021-06-18,alexis.harrell@bilearner.com,Terminated,Contract,Full-Time,IT/IS,06-03-1954,MA,Intern,Male,Fully Meets,3
2261,Mylee,Snow,2022-11-25,NA,mylee.snow@bilearner.com,Active,Part-Time,Full-Time,IT/IS,25-04-1967,MA,Drafter,Male,Fully Meets,3
2262,Elsa,Mckenzie,2020-03-30,2023-07-21,elsa.mckenzie@bilearner.com,Terminated,Full-Time,Full-Time,IT/IS,23-07-1956,OR,Mechanic,Male,Fully Meets,3
2263,Kolby,Reed,2021-01-02,2022-09-22,kolby.reed@bilearner.com,Terminated,Part-Time,Temporary,Admin Offices,04-12-1985,MA,Technician,Male,Fully Meets,3
2264,Kyler,Morales,2019-02-26,2019-07-26,kyler.morales@bilearner.com,Terminated,Contract,Temporary,Admin Offices,20-01-1942,MA,Administrative,Male,Fully Meets,3
2265,Jasiah,Walton,2019-10-06,NA,jasiah.walton@bilearner.com,Active,Contract,Part-Time,IT/IS,21-01-1946,MA,Technician,Male,Fully Meets,3
2266,Urijah,Brandt,2020-04-19,2022-07-30,urijah.brandt@bilearner.com,Terminated,Part-Time,Part-Time,IT/IS,23-09-1943,MA,Engineer,Female,Fully Meets,3
2267,Gianna,Pope,2022-12-24,NA,gianna.pope@bilearner.com,Active,Contract,Part-Time,IT/IS,13-08-1985,MA,Tower Hand,Female,Fully Meets,3
2268,Malia,Reynolds,2021-04-09,2021-05-29,malia.reynolds@bilearner.com,Terminated,Part-Time,Temporary,IT/IS,04-10-1961,MA,Foreman,Male,Fully Meets,3
2269,Claire,Gordon,2018-09-04,2022-12-16,claire.gordon@bilearner.com,Terminated,Contract,Full-Time,IT/IS,13-11-1981,MA,Specialist,Female,Fully Meets,3
2270,Joshua,Hall,2021-11-07,NA,joshua.hall@bilearner.com,Active,Full-Time,Temporary,IT/IS,16-09-1962,MA,Coordinator,Male,Fully Meets,3
2271,Mattie,Peters,2023-05-24,2023-07-21,mattie.peters@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,15-06-1987,MA,Foreman,Male,Fully Meets,3
2272,Makai,Nolan,2021-02-15,2021-06-05,makai.nolan@bilearner.com,Terminated,Full-Time,Part-Time,IT/IS,14-11-1994,MA,Engineer,Male,Fully Meets,3
2273,Trevon,Briggs,2021-11-03,2022-08-19,trevon.briggs@bilearner.com,Terminated,Contract,Part-Time,Admin Offices,17-06-1993,MA,Manager,Male,Fully Meets,3
2274,Gretchen,Weeks,2018-09-20,NA,gretchen.weeks@bilearner.com,Active,Contract,Temporary,IT/IS,08-04-1958,MA,Engineer,Male,Fully Meets,3
2275,Corey,Hurst,2019-07-23,2023-01-07,corey.hurst@bilearner.com,Terminated,Contract,Full-Time,IT/IS,06-11-1954,MA,Flagger,Male,Fully Meets,3
2276,Alison,Pugh,2022-05-12,NA,alison.pugh@bilearner.com,Active,Contract,Part-Time,IT/IS,08-09-1989,MA,Contracts,Female,Fully Meets,3
2277,Kadence,Sandoval,2018-10-03,NA,kadence.sandoval@bilearner.com,Active,Full-Time,Part-Time,Sales,23-02-1978,MA,Lineman,Female,Fully Meets,3
2278,Mckenzie,Kim,2020-11-26,NA,mckenzie.kim@bilearner.com,Active,Part-Time,Part-Time,IT/IS,21-06-1994,MA,Project Manager,Female,Fully Meets,3
2279,Randall,Miller,2018-10-04,NA,randall.miller@bilearner.com,Active,Part-Time,Full-Time,IT/IS,16-05-1958,MA,Intern,Female,Fully Meets,3
2280,Lailah,Hughes,2020-12-02,2023-02-25,lailah.hughes@bilearner.com,Terminated,Contract,Full-Time,IT/IS,03-04-1990,MA,Supervisor,Female,Fully Meets,3
2281,Quentin,Calderon,2021-09-24,2023-07-20,quentin.calderon@bilearner.com,Terminated,Part-Time,Full-Time,IT/IS,20-03-1994,MA,Clerk,Male,Fully Meets,3
